Trade#,Date,Time_ET,League,Matchup,Away,Away_Score,Home,Home_Score,Actual_Total,Market_Total,Market_Spread,Favorite,Underdog,UD_Score,Pick_Direction,Tier,Ensemble_Score,Win_Prob,Base_Line,Scaled_OVER,Scaled_UNDER,Zone_Width,Primary_Bet,Primary_Line,Primary_Result,Hedge_Bet,Hedge_Line,Hedge_Result,Execution_Rule
106,2025-11-05,7:30 PM,NBA,GSW@SAC,GSW,116,SAC,121,237,226.0,+3.0,SAC,GSW,116,OVER,C,+24.92,18.6,111.5,96.3,126.7,30.3,OVER,96.3,HIT,UNDER,126.7,HIT,Rule3_OverExecution
107,2025-11-05,7:30 PM,NBA,HOU@MEM,HOU,124,MEM,109,233,232.5,+7.5,MEM,HOU,124,OVER,A,+45.85,5.5,112.5,100.4,124.6,24.2,OVER,100.4,HIT,UNDER,124.6,HIT,Rule1_UpsetClause
108,2025-11-05,7:30 PM,NBA,MIA@DEN,MIA,112,DEN,122,234,241.5,+9.0,DEN,MIA,112,OVER,A,+52.14,3.4,116.2,102.7,129.8,27.1,OVER,102.7,HIT,UNDER,129.8,HIT,Rule1_UpsetClause
109,2025-11-05,7:30 PM,NBA,MIN@NYK,MIN,114,NYK,137,251,229.0,+3.5,NYK,MIN,114,UNDER,B,-2.63,16.6,112.8,102.2,123.2,21.0,UNDER,123.2,HIT,OVER,102.2,HIT,Rule4_UnderExecution
110,2025-11-05,7:30 PM,NBA,NOP@DAL,NOP,101,DAL,99,200,226.0,-8.5,NOP,DAL,99,UNDER,A,-28.17,48.5,108.8,95.7,121.8,26.2,UNDER,121.8,HIT,OVER,95.7,HIT,Rule4_UnderExecution
111,2025-11-05,7:30 PM,NBA,OKC@POR,OKC,119,POR,121,240,232.0,-3.5,OKC,POR,121,OVER,B,+71.25,42.6,114.2,103.8,124.8,21.0,OVER,103.8,HIT,UNDER,124.8,HIT,Rule3_OverExecution
112,2025-11-05,7:30 PM,NBA,PHI@CLE,PHI,121,CLE,132,253,234.0,+12.0,CLE,PHI,121,OVER,A,+25.69,1.2,111.0,94.6,127.4,32.8,OVER,94.6,HIT,UNDER,127.4,HIT,Rule1_UpsetClause
113,2025-11-05,7:30 PM,NBA,SAS@LAL,SAS,116,LAL,118,234,227.5,-2.0,SAS,LAL,118,OVER,C,+74.70,38.6,112.8,98.7,126.8,28.2,OVER,98.7,HIT,UNDER,126.8,HIT,Rule3_OverExecution
114,2025-11-05,7:30 PM,NBA,UTA@DET,UTA,103,DET,114,217,233.5,+10.0,DET,UTA,103,OVER,A,+19.19,2.4,111.8,97.2,126.2,29.0,OVER,97.2,HIT,UNDER,126.2,HIT,Rule1_UpsetClause
115,2025-11-05,7:30 PM,NBA,WAS@BOS,WAS,107,BOS,136,243,232.5,+13.0,BOS,WAS,107,UNDER,A,-53.53,0.9,109.8,92.4,127.1,34.7,UNDER,127.1,HIT,OVER,92.4,HIT,Rule2_StructuralOutlier
116,2025-11-06,7:30 PM,NBA,LAC@PHX,LAC,102,PHX,115,217,224.5,+2.5,PHX,LAC,102,OVER,C,+21.00,20.7,111.0,96.4,125.6,29.2,OVER,96.4,HIT,UNDER,125.6,HIT,Rule3_OverExecution
117,2025-11-07,7:30 PM,NBA,BOS@ORL,BOS,110,ORL,123,233,226.5,+3.5,ORL,BOS,110,UNDER,B,-33.23,16.6,111.5,101.0,122.0,21.0,UNDER,122.0,HIT,OVER,101.0,HIT,Rule4_UnderExecution
118,2025-11-07,7:30 PM,NBA,CHA@MIA,CHA,108,MIA,126,234,235.0,+7.0,MIA,CHA,108,OVER,A,+33.82,6.4,114.0,102.3,125.7,23.3,OVER,102.3,HIT,UNDER,125.7,HIT,Rule1_UpsetClause
119,2025-11-07,7:30 PM,NBA,CHI@MIL,CHI,110,MIL,126,236,240.0,+4.5,MIL,CHI,110,OVER,B,+85.74,13.0,117.8,106.2,129.2,23.0,OVER,106.2,HIT,UNDER,129.2,HIT,Rule1_UpsetClause
120,2025-11-07,7:30 PM,NBA,CLE@WAS,CLE,148,WAS,115,263,240.5,+13.5,CLE,WAS,115,UNDER,A,-4.23,0.7,113.5,95.7,131.3,35.6,UNDER,131.3,HIT,OVER,95.7,HIT,Rule2_StructuralOutlier
121,2025-11-07,7:30 PM,NBA,DAL@MEM,DAL,104,MEM,118,222,233.0,+4.0,MEM,DAL,104,UNDER,B,-101.11,14.7,114.5,103.5,125.5,22.0,UNDER,125.5,HIT,OVER,103.5,HIT,Rule1_UpsetClause
122,2025-11-07,7:30 PM,NBA,DET@BKN,DET,125,BKN,107,232,227.5,+10.5,BKN,DET,125,UNDER,A,-1.39,2.1,108.5,93.5,123.5,29.9,UNDER,123.5,MISS,OVER,93.5,HIT,Rule1_UpsetClause
123,2025-11-07,7:30 PM,NBA,GSW@DEN,GSW,104,DEN,129,233,230.0,+9.5,DEN,GSW,104,UNDER,A,-16.31,2.9,110.2,96.2,124.3,28.1,UNDER,124.3,HIT,OVER,96.2,HIT,Rule1_UpsetClause
124,2025-11-07,7:30 PM,NBA,HOU@SAS,HOU,110,SAS,121,231,225.0,+4.0,HOU,SAS,121,OVER,B,+66.40,14.7,110.5,99.5,121.5,22.0,OVER,99.5,HIT,UNDER,121.5,HIT,Rule1_UpsetClause
125,2025-11-07,7:30 PM,NBA,OKC@SAC,OKC,132,SAC,101,233,229.5,+11.5,SAC,OKC,132,OVER,A,+19.19,1.5,109.0,93.1,124.9,31.8,OVER,93.1,HIT,UNDER,124.9,MISS,Rule1_UpsetClause
126,2025-11-07,7:30 PM,NBA,TOR@ATL,TOR,109,ATL,97,206,235.5,+2.5,ATL,TOR,109,UNDER,C,-25.02,20.7,116.5,101.9,131.1,29.2,UNDER,131.1,HIT,OVER,101.9,HIT,Rule4_UnderExecution
127,2025-11-07,7:30 PM,NBA,UTA@MIN,UTA,97,MIN,137,234,233.5,+12.5,MIN,UTA,97,OVER,A,+9.40,1.0,110.5,93.6,127.4,33.8,OVER,93.6,HIT,UNDER,127.4,HIT,Rule2_StructuralOutlier
128,2025-11-08,7:00 PM,NBA,CHI@CLE,CHI,122,CLE,128,250,239.0,+8.5,CLE,CHI,122,OVER,A,+20.19,4.0,115.2,102.2,128.3,26.1,OVER,102.2,HIT,UNDER,128.3,HIT,Rule1_UpsetClause
129,2025-11-08,7:00 PM,NBA,DAL@WAS,DAL,111,WAS,105,216,234.0,+4.5,DAL,WAS,105,UNDER,B,-5.09,13.0,114.8,103.2,126.2,23.0,UNDER,126.2,HIT,OVER,103.2,HIT,Rule1_UpsetClause
130,2025-11-08,7:00 PM,NBA,IND@DEN,IND,100,DEN,117,217,235.0,+9.0,DEN,IND,100,UNDER,A,-23.91,3.4,113.0,99.5,126.5,27.1,UNDER,126.5,HIT,OVER,99.5,HIT,Rule1_UpsetClause
131,2025-11-08,7:00 PM,NBA,LAL@ATL,LAL,102,ATL,122,224,228.5,-5.0,LAL,ATL,122,UNDER,B,-8.75,45.3,111.8,99.8,123.8,24.0,UNDER,123.8,HIT,OVER,99.8,HIT,Rule4_UnderExecution
132,2025-11-08,7:00 PM,NBA,NOP@SAS,NOP,119,SAS,126,245,223.5,-11.0,NOP,SAS,126,UNDER,A,-22.68,49.4,106.2,90.8,121.7,30.9,UNDER,121.7,MISS,OVER,90.8,HIT,Rule4_UnderExecution
133,2025-11-08,7:00 PM,NBA,PHX@LAC,PHX,114,LAC,103,217,226.0,-4.5,PHX,LAC,103,UNDER,B,-31.43,44.5,110.8,99.2,122.2,23.0,UNDER,122.2,HIT,OVER,99.2,HIT,Rule4_UnderExecution
134,2025-11-08,7:00 PM,NBA,POR@MIA,POR,131,MIA,136,267,242.0,+3.5,POR,MIA,136,OVER,B,+52.29,16.6,119.2,108.8,129.8,21.0,OVER,108.8,HIT,UNDER,129.8,MISS,Rule3_OverExecution
135,2025-11-08,7:00 PM,NBA,TOR@PHI,TOR,120,PHI,130,250,237.0,+5.0,PHI,TOR,120,OVER,B,+54.96,11.4,116.0,104.0,128.0,24.0,OVER,104.0,HIT,UNDER,128.0,HIT,Rule1_UpsetClause
136,2025-11-09,7:00 PM,NBA,BKN@NYK,BKN,98,NYK,134,232,227.0,+15.5,NYK,BKN,98,OVER,A,+34.55,0.4,105.8,86.0,125.5,39.4,OVER,86.0,HIT,UNDER,125.5,HIT,Rule2_StructuralOutlier
137,2025-11-09,7:00 PM,NBA,BOS@ORL,BOS,111,ORL,107,218,228.0,+4.0,ORL,BOS,111,UNDER,B,-28.17,14.7,112.0,101.0,123.0,22.0,UNDER,123.0,HIT,OVER,101.0,HIT,Rule1_UpsetClause
138,2025-11-09,7:00 PM,NBA,DET@PHI,DET,111,PHI,108,219,234.0,-4.5,DET,PHI,108,OVER,B,+60.51,44.5,114.8,103.2,126.2,23.0,OVER,103.2,HIT,UNDER,126.2,HIT,Rule3_OverExecution
139,2025-11-09,7:00 PM,NBA,HOU@MIL,HOU,122,MIL,115,237,232.0,+4.0,HOU,MIL,115,OVER,B,+69.66,14.7,114.0,103.0,125.0,22.0,OVER,103.0,HIT,UNDER,125.0,HIT,Rule1_UpsetClause
140,2025-11-09,7:00 PM,NBA,IND@GSW,IND,83,GSW,114,197,221.5,+13.0,GSW,IND,83,UNDER,A,-38.26,0.9,104.2,86.9,121.6,34.7,UNDER,121.6,HIT,OVER,86.9,MISS,Rule2_StructuralOutlier
141,2025-11-09,7:00 PM,NBA,MIN@SAC,MIN,144,SAC,117,261,238.0,+4.5,SAC,MIN,144,OVER,B,+34.64,13.0,116.8,105.2,128.2,23.0,OVER,105.2,HIT,UNDER,128.2,MISS,Rule1_UpsetClause
142,2025-11-09,7:00 PM,NBA,OKC@MEM,OKC,114,MEM,100,214,230.5,+10.5,OKC,MEM,100,UNDER,A,-8.27,2.1,110.0,95.0,125.0,29.9,UNDER,125.0,HIT,OVER,95.0,HIT,Rule1_UpsetClause
143,2025-11-10,7:30 PM,NBA,ATL@LAC,ATL,105,LAC,102,207,221.0,-4.5,ATL,LAC,102,UNDER,B,-96.65,44.5,108.2,96.8,119.8,23.0,UNDER,119.8,HIT,OVER,96.8,HIT,Rule4_UnderExecution
144,2025-11-10,7:30 PM,NBA,CLE@MIA,CLE,138,MIA,140,278,248.0,+7.5,CLE,MIA,140,OVER,A,+70.51,5.5,120.2,108.1,132.4,24.2,OVER,108.1,HIT,UNDER,132.4,MISS,Rule1_UpsetClause
145,2025-11-10,7:30 PM,NBA,LAL@CHA,LAL,121,CHA,111,232,230.0,+8.5,LAL,CHA,111,UNDER,A,-0.20,4.0,110.8,97.7,123.8,26.2,UNDER,123.8,HIT,OVER,97.7,HIT,Rule1_UpsetClause
146,2025-11-10,7:30 PM,NBA,MIL@DAL,MIL,116,DAL,114,230,229.5,-3.5,MIL,DAL,114,UNDER,B,-13.01,42.6,113.0,102.5,123.5,21.0,UNDER,123.5,HIT,OVER,102.5,HIT,Rule4_UnderExecution
147,2025-11-10,7:30 PM,NBA,MIN@UTA,MIN,120,UTA,113,233,234.5,-7.5,MIN,UTA,113,OVER,A,+5.53,47.9,113.5,101.4,125.6,24.2,OVER,101.4,HIT,UNDER,125.6,HIT,Rule3_OverExecution
148,2025-11-10,7:30 PM,NBA,NOP@PHX,NOP,98,PHX,121,219,227.0,+8.5,PHX,NOP,98,UNDER,A,-36.91,4.0,109.2,96.2,122.3,26.2,UNDER,122.3,HIT,OVER,96.2,HIT,Rule1_UpsetClause
149,2025-11-10,7:30 PM,NBA,POR@ORL,POR,112,ORL,115,227,235.0,+2.0,ORL,POR,112,OVER,C,+56.74,22.8,116.5,102.4,130.6,28.2,OVER,102.4,HIT,UNDER,130.6,HIT,Rule3_OverExecution
150,2025-11-10,7:30 PM,NBA,SAS@CHI,SAS,121,CHI,117,238,236.0,-5.0,SAS,CHI,117,OVER,B,+47.98,45.3,115.5,103.5,127.5,24.0,OVER,103.5,HIT,UNDER,127.5,HIT,Rule3_OverExecution
151,2025-11-10,7:30 PM,NBA,WAS@DET,WAS,135,DET,137,272,236.0,+11.0,DET,WAS,135,UNDER,A,-27.43,1.7,112.5,97.0,128.0,30.9,UNDER,128.0,MISS,OVER,97.0,HIT,Rule1_UpsetClause
152,2025-11-11,7:30 PM,NBA,BOS@PHI,BOS,100,PHI,102,202,231.5,+1.5,BOS,PHI,102,OVER,C,+7.01,25.0,115.0,101.4,128.6,27.1,OVER,101.4,HIT,UNDER,128.6,HIT,Rule3_OverExecution
153,2025-11-11,7:30 PM,NBA,DEN@SAC,DEN,122,SAC,108,230,244.0,+8.0,SAC,DEN,122,OVER,A,+14.79,4.7,118.0,105.4,130.6,25.2,OVER,105.4,HIT,UNDER,130.6,HIT,Rule1_UpsetClause
154,2025-11-11,7:30 PM,NBA,GSW@OKC,GSW,102,OKC,126,228,227.5,+8.5,OKC,GSW,102,OVER,A,+20.28,4.0,109.5,96.4,122.6,26.2,OVER,96.4,HIT,UNDER,122.6,HIT,Rule1_UpsetClause
155,2025-11-11,7:30 PM,NBA,IND@UTA,IND,128,UTA,152,280,233.0,+2.0,UTA,IND,128,UNDER,C,-87.62,22.8,115.5,101.4,129.6,28.2,UNDER,129.6,HIT,OVER,101.4,HIT,Rule4_UnderExecution
156,2025-11-11,7:30 PM,NBA,MEM@NYK,MEM,120,NYK,133,253,233.5,+10.0,NYK,MEM,120,UNDER,A,-26.17,2.4,111.8,97.2,126.2,29.0,UNDER,126.2,HIT,OVER,97.2,HIT,Rule1_UpsetClause
157,2025-11-11,7:30 PM,NBA,TOR@BKN,TOR,119,BKN,109,228,232.0,+9.5,TOR,BKN,109,OVER,A,+30.61,2.9,111.2,97.2,125.3,28.1,OVER,97.2,HIT,UNDER,125.3,HIT,Rule1_UpsetClause
158,2025-11-12,7:30 PM,NBA,ATL@SAC,ATL,133,SAC,100,233,229.5,+4.0,SAC,ATL,133,UNDER,B,-44.38,14.7,112.8,101.8,123.8,22.0,UNDER,123.8,MISS,OVER,101.8,HIT,Rule1_UpsetClause
159,2025-11-12,7:30 PM,NBA,CHI@DET,CHI,113,DET,124,237,229.5,+2.5,CHI,DET,124,OVER,C,+34.73,20.7,113.5,98.9,128.1,29.2,OVER,98.9,HIT,UNDER,128.1,HIT,Rule3_OverExecution
160,2025-11-12,7:30 PM,NBA,CLE@MIA,CLE,130,MIA,116,246,239.5,+4.5,MIA,CLE,130,OVER,B,+156.94,13.0,117.5,106.0,129.0,23.0,OVER,106.0,HIT,UNDER,129.0,MISS,Rule1_UpsetClause
161,2025-11-12,7:30 PM,NBA,DEN@LAC,DEN,130,LAC,116,246,224.0,+4.5,LAC,DEN,130,OVER,B,+31.67,13.0,109.8,98.2,121.2,23.0,OVER,98.2,HIT,UNDER,121.2,MISS,Rule1_UpsetClause
162,2025-11-12,7:30 PM,NBA,LAL@OKC,LAL,92,OKC,121,213,229.0,+8.0,OKC,LAL,92,OVER,A,+98.66,4.7,110.5,97.9,123.1,25.2,OVER,97.9,MISS,UNDER,123.1,HIT,Rule1_UpsetClause
163,2025-11-12,7:30 PM,NBA,MIL@CHA,MIL,100,CHA,111,211,228.0,+2.5,MIL,CHA,111,OVER,C,+34.24,20.7,112.8,98.1,127.4,29.2,OVER,98.1,HIT,UNDER,127.4,HIT,Rule3_OverExecution
164,2025-11-12,7:30 PM,NBA,ORL@NYK,ORL,124,NYK,107,231,227.5,+4.0,NYK,ORL,124,OVER,B,+24.91,14.7,111.8,100.8,122.8,22.0,OVER,100.8,HIT,UNDER,122.8,MISS,Rule1_UpsetClause
165,2025-11-12,7:30 PM,NBA,PHX@DAL,PHX,123,DAL,114,237,227.0,+2.0,DAL,PHX,123,OVER,C,+1.85,22.8,112.5,98.4,126.6,28.2,OVER,98.4,HIT,UNDER,126.6,HIT,Rule3_OverExecution
166,2025-11-12,7:30 PM,NBA,POR@NOP,POR,125,NOP,117,242,232.0,-8.0,POR,NOP,117,OVER,A,+6.02,48.3,112.0,99.4,124.6,25.2,OVER,99.4,HIT,UNDER,124.6,HIT,Rule3_OverExecution
167,2025-11-12,7:30 PM,NBA,WAS@HOU,WAS,112,HOU,135,247,237.5,+17.0,HOU,WAS,112,OVER,A,+77.95,0.2,110.2,89.1,131.4,42.3,OVER,89.1,HIT,UNDER,131.4,HIT,Rule2_StructuralOutlier
168,2025-11-13,7:30 PM,NBA,ATL@UTA,ATL,132,UTA,122,254,234.0,+1.5,ATL,UTA,122,UNDER,C,-58.51,25.0,116.2,102.7,129.8,27.1,UNDER,129.8,HIT,OVER,102.7,HIT,Rule4_UnderExecution
169,2025-11-13,7:30 PM,NBA,IND@PHX,IND,98,PHX,133,231,233.5,+3.5,PHX,IND,98,UNDER,B,-15.93,16.6,115.0,104.5,125.5,21.0,UNDER,125.5,HIT,OVER,104.5,MISS,Rule4_UnderExecution
170,2025-11-13,7:30 PM,NBA,TOR@CLE,TOR,126,CLE,113,239,238.5,+7.5,CLE,TOR,126,OVER,A,+9.08,5.5,115.5,103.4,127.6,24.2,OVER,103.4,HIT,UNDER,127.6,HIT,Rule1_UpsetClause
171,2025-11-14,7:30 PM,NBA,BKN@ORL,BKN,98,ORL,105,203,225.0,+14.5,ORL,BKN,98,OVER,A,+0.37,0.5,105.2,86.5,124.0,37.6,OVER,86.5,HIT,UNDER,124.0,HIT,Rule2_StructuralOutlier
172,2025-11-14,7:30 PM,NBA,CHA@MIL,CHA,134,MIL,147,281,238.0,+9.0,MIL,CHA,134,OVER,A,+1.21,3.4,114.5,101.0,128.1,27.1,OVER,101.0,HIT,UNDER,128.1,MISS,Rule1_UpsetClause
173,2025-11-14,7:30 PM,NBA,GSW@SAS,GSW,109,SAS,108,217,233.5,-2.5,GSW,SAS,108,OVER,C,+14.75,40.1,115.5,100.9,130.1,29.2,OVER,100.9,HIT,UNDER,130.1,HIT,Rule3_OverExecution
174,2025-11-14,7:30 PM,NBA,LAC@DAL,LAC,133,DAL,127,260,221.5,+3.0,DAL,LAC,133,UNDER,C,-127.63,18.6,109.2,94.1,124.4,30.3,UNDER,124.4,MISS,OVER,94.1,HIT,Rule4_UnderExecution
175,2025-11-14,7:30 PM,NBA,LAL@NOP,LAL,118,NOP,104,222,227.0,+9.5,NOP,LAL,118,OVER,A,+26.29,2.9,108.8,94.7,122.8,28.1,OVER,94.7,HIT,UNDER,122.8,HIT,Rule1_UpsetClause
176,2025-11-14,7:30 PM,NBA,MIA@NYK,MIA,132,NYK,140,272,240.5,+6.5,NYK,MIA,132,OVER,A,+99.50,7.4,117.0,105.8,128.2,22.4,OVER,105.8,HIT,UNDER,128.2,MISS,Rule1_UpsetClause
177,2025-11-14,7:30 PM,NBA,PHI@DET,PHI,105,DET,114,219,228.0,+1.0,DET,PHI,105,OVER,C,+17.62,27.2,113.5,100.5,126.5,26.1,OVER,100.5,HIT,UNDER,126.5,HIT,Rule3_OverExecution
178,2025-11-14,7:30 PM,NBA,POR@HOU,POR,116,HOU,140,256,236.5,+7.5,HOU,POR,116,OVER,A,+97.39,5.5,114.5,102.4,126.6,24.2,OVER,102.4,HIT,UNDER,126.6,HIT,Rule1_UpsetClause
179,2025-11-14,7:30 PM,NBA,SAC@MIN,SAC,110,MIN,124,234,240.0,+11.5,MIN,SAC,110,OVER,A,+67.12,1.5,114.2,98.3,130.2,31.9,OVER,98.3,HIT,UNDER,130.2,HIT,Rule1_UpsetClause
180,2025-11-15,7:00 PM,NBA,DEN@MIN,DEN,123,MIN,112,235,237.0,+1.0,DEN,MIN,112,OVER,C,+73.92,27.2,118.0,105.0,131.1,26.1,OVER,105.0,HIT,UNDER,131.1,HIT,Rule3_OverExecution
181,2025-11-15,7:00 PM,NBA,LAL@MIL,LAL,119,MIL,95,214,229.5,-2.0,LAL,MIL,95,OVER,C,+20.43,38.6,113.8,99.7,127.8,28.2,OVER,99.7,MISS,UNDER,127.8,HIT,Rule3_OverExecution
182,2025-11-15,7:00 PM,NBA,MEM@CLE,MEM,100,CLE,108,208,241.5,+10.5,CLE,MEM,100,OVER,A,+9.55,2.1,115.5,100.5,130.5,29.9,OVER,100.5,MISS,UNDER,130.5,HIT,Rule1_UpsetClause
183,2025-11-15,7:00 PM,NBA,OKC@CHA,OKC,109,CHA,96,205,224.0,+17.0,OKC,CHA,96,OVER,A,+37.89,0.2,103.5,82.3,124.7,42.3,OVER,82.3,HIT,UNDER,124.7,HIT,Rule2_StructuralOutlier
184,2025-11-15,7:00 PM,NBA,TOR@IND,TOR,129,IND,111,240,235.5,+6.0,TOR,IND,111,UNDER,A,-16.29,8.6,114.8,104.0,125.5,21.4,UNDER,125.5,HIT,OVER,104.0,HIT,Rule1_UpsetClause
185,2025-11-16,7:00 PM,NBA,ATL@PHX,ATL,124,PHX,122,246,226.5,-1.5,ATL,PHX,122,OVER,C,+31.39,37.0,112.5,98.9,126.1,27.2,OVER,98.9,HIT,UNDER,126.1,HIT,Rule3_OverExecution
186,2025-11-16,7:00 PM,NBA,BKN@WAS,BKN,129,WAS,106,235,232.0,+3.0,WAS,BKN,129,OVER,C,+24.15,18.6,114.5,99.3,129.7,30.3,OVER,99.3,HIT,UNDER,129.7,HIT,Rule3_OverExecution
187,2025-11-16,7:00 PM,NBA,CHI@UTA,CHI,147,UTA,150,297,244.5,-4.5,CHI,UTA,150,OVER,B,+40.71,44.5,120.0,108.5,131.5,23.0,OVER,108.5,HIT,UNDER,131.5,MISS,Rule3_OverExecution
188,2025-11-16,7:00 PM,NBA,GSW@NOP,GSW,124,NOP,106,230,229.0,+10.5,GSW,NOP,106,UNDER,A,-49.03,2.1,109.2,94.3,124.2,29.9,UNDER,124.2,HIT,OVER,94.3,HIT,Rule1_UpsetClause
189,2025-11-16,7:00 PM,NBA,LAC@BOS,LAC,118,BOS,121,239,220.0,+5.0,BOS,LAC,118,UNDER,B,-63.37,11.4,107.5,95.5,119.5,24.0,UNDER,119.5,HIT,OVER,95.5,HIT,Rule1_UpsetClause
190,2025-11-16,7:00 PM,NBA,ORL@HOU,ORL,113,HOU,117,230,223.0,-7.5,ORL,HOU,117,OVER,A,+54.96,47.9,107.8,95.6,119.9,24.2,OVER,95.6,HIT,UNDER,119.9,HIT,Rule3_OverExecution
191,2025-11-16,7:00 PM,NBA,POR@DAL,POR,133,DAL,138,271,237.0,-4.0,POR,DAL,138,OVER,B,+42.45,43.6,116.5,105.5,127.5,22.0,OVER,105.5,HIT,UNDER,127.5,MISS,Rule3_OverExecution
192,2025-11-16,7:00 PM,NBA,SAC@SAS,SAC,110,SAS,123,233,243.5,+7.0,SAS,SAC,110,OVER,A,+26.86,6.4,118.2,106.6,129.9,23.3,OVER,106.6,HIT,UNDER,129.9,HIT,Rule1_UpsetClause
193,2025-11-17,7:30 PM,NBA,CHA@TOR,CHA,108,TOR,110,218,240.0,-7.5,CHA,TOR,110,OVER,A,+3.92,47.9,116.2,104.1,128.4,24.2,OVER,104.1,HIT,UNDER,128.4,HIT,Rule3_OverExecution
194,2025-11-17,7:30 PM,NBA,CHI@DEN,CHI,130,DEN,127,257,241.0,-12.5,CHI,DEN,127,OVER,A,+134.43,49.6,114.2,97.4,131.1,33.8,OVER,97.4,HIT,UNDER,131.1,HIT,Rule2_StructuralOutlier
195,2025-11-17,7:30 PM,NBA,DAL@MIN,DAL,96,MIN,120,216,232.0,+14.0,MIN,DAL,96,OVER,A,+30.30,0.6,109.0,90.7,127.3,36.6,OVER,90.7,HIT,UNDER,127.3,HIT,Rule2_StructuralOutlier
196,2025-11-17,7:30 PM,NBA,IND@DET,IND,112,DET,127,239,231.0,+8.5,DET,IND,112,UNDER,A,-18.07,4.0,111.2,98.2,124.3,26.2,UNDER,124.3,HIT,OVER,98.2,HIT,Rule1_UpsetClause
197,2025-11-17,7:30 PM,NBA,LAC@PHI,LAC,108,PHI,110,218,222.0,+5.5,PHI,LAC,108,OVER,A,+69.45,9.9,108.2,98.0,118.5,20.4,OVER,98.0,HIT,UNDER,118.5,HIT,Rule1_UpsetClause
198,2025-11-17,7:30 PM,NBA,MIL@CLE,MIL,106,CLE,118,224,234.5,+6.0,CLE,MIL,106,OVER,A,+5.82,8.6,114.2,103.5,125.0,21.4,OVER,103.5,HIT,UNDER,125.0,HIT,Rule1_UpsetClause
199,2025-11-17,7:30 PM,NBA,NYK@MIA,NYK,113,MIA,115,228,244.5,+1.0,MIA,NYK,113,OVER,C,+140.83,27.2,121.8,108.7,134.8,26.1,OVER,108.7,HIT,UNDER,134.8,HIT,Rule3_OverExecution
200,2025-11-17,7:30 PM,NBA,OKC@NOP,OKC,126,NOP,109,235,223.0,-18.5,OKC,NOP,109,UNDER,A,-25.27,50.0,102.2,79.7,124.8,45.2,UNDER,124.8,HIT,OVER,79.7,HIT,Rule2_StructuralOutlier
201,2025-11-18,7:30 PM,NBA,BOS@BKN,BOS,113,BKN,99,212,223.0,+11.0,BOS,BKN,99,UNDER,A,-25.64,1.7,106.0,90.5,121.5,30.9,UNDER,121.5,HIT,OVER,90.5,HIT,Rule1_UpsetClause
202,2025-11-18,7:30 PM,NBA,DET@ATL,DET,120,ATL,112,232,227.0,+1.5,DET,ATL,112,OVER,C,+22.19,25.0,112.8,99.2,126.3,27.2,OVER,99.2,HIT,UNDER,126.3,HIT,Rule3_OverExecution
203,2025-11-18,7:30 PM,NBA,GSW@ORL,GSW,113,ORL,121,234,224.0,+2.5,GSW,ORL,121,UNDER,C,-24.29,20.7,110.8,96.1,125.4,29.2,UNDER,125.4,HIT,OVER,96.1,HIT,Rule4_UnderExecution
204,2025-11-18,7:30 PM,NBA,MEM@SAS,MEM,101,SAS,111,212,234.0,+6.0,SAS,MEM,101,UNDER,A,-40.70,8.6,114.0,103.3,124.7,21.4,UNDER,124.7,HIT,OVER,103.3,MISS,Rule1_UpsetClause
205,2025-11-18,7:30 PM,NBA,PHX@POR,PHX,127,POR,110,237,235.5,+2.0,POR,PHX,127,OVER,C,+148.75,22.8,116.8,102.7,130.8,28.2,OVER,102.7,HIT,UNDER,130.8,HIT,Rule3_OverExecution
206,2025-11-18,7:30 PM,NBA,UTA@LAL,UTA,126,LAL,140,266,240.0,+13.0,LAL,UTA,126,OVER,A,+51.84,0.9,113.5,96.2,130.8,34.7,OVER,96.2,HIT,UNDER,130.8,HIT,Rule2_StructuralOutlier
207,2025-11-19,7:30 PM,NBA,CHA@IND,CHA,118,IND,127,245,237.5,+2.0,CHA,IND,127,UNDER,C,-9.41,22.8,117.8,103.7,131.8,28.2,UNDER,131.8,HIT,OVER,103.7,HIT,Rule4_UnderExecution
208,2025-11-19,7:30 PM,NBA,CHI@POR,CHI,122,POR,121,243,244.5,-3.5,CHI,POR,121,OVER,B,+131.87,42.6,120.5,110.0,131.0,21.0,OVER,110.0,HIT,UNDER,131.0,HIT,Rule3_OverExecution
209,2025-11-19,7:30 PM,NBA,GSW@MIA,GSW,96,MIA,110,206,235.0,+10.5,MIA,GSW,96,OVER,A,+56.65,2.1,112.2,97.3,127.2,29.9,OVER,97.3,MISS,UNDER,127.2,HIT,Rule1_UpsetClause
210,2025-11-19,7:30 PM,NBA,HOU@CLE,HOU,114,CLE,104,218,232.5,+1.5,HOU,CLE,104,OVER,C,+64.38,25.0,115.5,101.9,129.1,27.1,OVER,101.9,HIT,UNDER,129.1,HIT,Rule3_OverExecution
211,2025-11-19,7:30 PM,NBA,NYK@DAL,NYK,113,DAL,111,224,232.5,-8.5,NYK,DAL,111,OVER,A,+37.19,48.5,112.0,98.9,125.1,26.2,OVER,98.9,HIT,UNDER,125.1,HIT,Rule3_OverExecution
212,2025-11-19,7:30 PM,NBA,SAC@OKC,SAC,99,OKC,113,212,232.5,-18.5,SAC,OKC,113,UNDER,A,-48.05,50.0,107.0,84.4,129.6,45.1,UNDER,129.6,HIT,OVER,84.4,HIT,Rule2_StructuralOutlier
